league,season,team,game,date,time,result,GF,GA,opponent,xG,xGA,Poss,Formation,"('Performance', 'SoTA')","('Performance', 'GA')","('Performance', 'Saves')","('Performance', 'Save%')","('Performance', 'CS')","('Performance', 'PSxG')","('Performance', 'PSxG+/-')","('Penalty Kicks', 'PKatt')","('Penalty Kicks', 'PKA')","('Penalty Kicks', 'PKsv')","('Penalty Kicks', 'PKm')","('Launched', 'Cmp')","('Launched', 'Att')","('Launched', 'Cmp%')","('Passes', 'Att (GK)')","('Passes', 'Thr')","('Passes', 'Launch%')","('Passes', 'AvgLen')","('Goal Kicks', 'Att')","('Goal Kicks', 'Launch%')","('Goal Kicks', 'AvgLen')","('Crosses', 'Opp')","('Crosses', 'Stp')","('Crosses', 'Stp%')","('Sweeper', '#OPA')","('Sweeper', 'AvgDist')","('Standard', 'Gls')","('Standard', 'Sh')","('Standard', 'SoT')","('Standard', 'SoT%')","('Standard', 'G/Sh')","('Standard', 'G/SoT')","('Standard', 'Dist')","('Standard', 'FK')","('Standard', 'PK')","('Standard', 'PKatt')","('Expected', 'xG')","('Expected', 'npxG')","('Expected', 'npxG/Sh')","('Expected', 'G-xG')","('Expected', 'np:G-xG')","('Total', 'Cmp')","('Total', 'Att')","('Total', 'Cmp%')","('Total', 'TotDist')","('Total', 'PrgDist')","('Short', 'Cmp')","('Short', 'Att')","('Short', 'Cmp%')","('Medium', 'Cmp')","('Medium', 'Att')","('Medium', 'Cmp%')","('Long', 'Cmp')","('Long', 'Att')","('Long', 'Cmp%')","('Ast', '')","('xAG', '')","('xA', '')","('KP', '')","('1/3', '')","('PPA', '')","('CrsPA', '')","('PrgP', '')","('Att', '')","('Pass Types', 'Live')","('Pass Types', 'Dead')","('Pass Types', 'FK')","('Pass Types', 'TB')","('Pass Types', 'Sw')","('Pass Types', 'Crs')","('Pass Types', 'TI')","('Pass Types', 'CK')","('Corner Kicks', 'In')","('Corner Kicks', 'Out')","('Corner Kicks', 'Str')","('Outcomes', 'Cmp')","('Outcomes', 'Off')","('Outcomes', 'Blocks')","('SCA Types', 'SCA')","('SCA Types', 'PassLive')","('SCA Types', 'PassDead')","('SCA Types', 'TO')","('SCA Types', 'Sh')","('SCA Types', 'Fld')","('SCA Types', 'Def')","('GCA Types', 'GCA')","('GCA Types', 'PassLive')","('GCA Types', 'PassDead')","('GCA Types', 'TO')","('GCA Types', 'Sh')","('GCA Types', 'Fld')","('GCA Types', 'Def')","('Tackles', 'Tkl')","('Tackles', 'TklW')","('Tackles', 'Def 3rd')","('Tackles', 'Mid 3rd')","('Tackles', 'Att 3rd')","('Challenges', 'Tkl')","('Challenges', 'Att')","('Challenges', 'Tkl%')","('Challenges', 'Lost')","('Blocks', 'Blocks')","('Blocks', 'Sh')","('Blocks', 'Pass')","('Int', '')","('Tkl+Int', '')","('Clr', '')","('Err', '')","('Poss', '')","('Touches', 'Touches')","('Touches', 'Def Pen')","('Touches', 'Def 3rd')","('Touches', 'Mid 3rd')","('Touches', 'Att 3rd')","('Touches', 'Att Pen')","('Touches', 'Live')","('Take-Ons', 'Att')","('Take-Ons', 'Succ')","('Take-Ons', 'Succ%')","('Take-Ons', 'Tkld')","('Take-Ons', 'Tkld%')","('Carries', 'Carries')","('Carries', 'TotDist')","('Carries', 'PrgDist')","('Carries', 'PrgC')","('Carries', '1/3')","('Carries', 'CPA')","('Carries', 'Mis')","('Carries', 'Dis')","('Receiving', 'Rec')","('Receiving', 'PrgR')","('Performance', 'CrdY')","('Performance', 'CrdR')","('Performance', '2CrdY')","('Performance', 'Fls')","('Performance', 'Fld')","('Performance', 'Off')","('Performance', 'Crs')","('Performance', 'Int')","('Performance', 'TklW')","('Performance', 'PKwon')","('Performance', 'PKcon')","('Performance', 'OG')","('Performance', 'Recov')","('Aerial Duels', 'Won')","('Aerial Duels', 'Lost')","('Aerial Duels', 'Won%')"
,2425,NYCFC,2024-04-27 NYCFC-Charlotte,2024-04-27,19:30:00,W,2,1,Charlotte,1.4,1.1,57,4-2-3-1,7,1,6,85.7,0,2.0,1.0,0,0,0,0,2,7,28.6,38,9,18.4,27.8,0,,,15,1,6.7,2,16.5,2,17,7,41.2,0.12,0.29,19.2,1,0,0,1.4,1.4,0.08,0.6,0.6,468,584,80.1,7623,2802,236,267,88.4,178,209,85.2,41,78,52.6,2,1.2,0.6,13,30,7,1,38,584,526,57,17,2,2,13,32,6,4,1,0,468,1,8,30,22,1,3,0,2,2,4,1,1,1,0,1,0,13,7,7,3,3,5,12,41.7,7,13,1,12,9,22,18,2,57,719,60,232,313,180,32,719,24,10,41.7,12,50.0,353,1960,1168,30,14,10,28,5,459,37,0,0,0,19,12,1,13,9,7,0,0,0,56,15,13,53.6
,2425,NYCFC,2024-05-05 NYCFC-Rapids,2024-05-05,16:00:00,L,0,2,Rapids,1.3,0.6,66,4-2-3-1,4,2,2,50.0,0,1.5,-0.5,0,0,0,0,0,4,0.0,23,5,8.7,23.2,9,22.2,32.7,9,2,22.2,4,19.2,0,16,3,18.8,0.0,0.0,17.0,0,0,0,1.3,1.3,0.08,-1.3,-1.3,605,734,82.4,9339,3191,296,337,87.8,227,269,84.4,45,64,70.3,0,1.2,1.9,14,45,20,9,61,734,683,46,8,3,3,31,22,4,2,0,0,605,5,13,29,24,0,3,1,0,1,0,0,0,0,0,0,0,19,9,6,8,5,10,12,83.3,2,11,2,9,10,29,16,0,66,866,46,175,450,246,43,866,26,11,42.3,13,50.0,468,2284,1152,23,18,4,19,12,602,61,1,0,0,7,6,5,31,10,9,0,0,0,60,13,8,61.9
,2425,NYCFC,2024-05-11 Toronto FC-NYCFC,2024-05-11,19:30:00,W,3,2,Toronto FC,2.4,1.9,40,4-2-3-1,11,2,9,81.8,0,2.9,0.9,0,0,0,0,3,16,18.8,41,8,29.3,30.0,5,80.0,54.2,14,1,7.1,1,10.3,3,10,3,30.0,0.2,0.67,19.1,0,1,1,2.4,1.7,0.17,0.6,0.3,299,383,78.1,4906,2062,133,151,88.1,127,144,88.2,22,57,38.6,2,1.6,0.9,7,14,2,0,23,383,334,48,19,0,0,10,17,4,1,2,0,299,1,7,17,11,1,1,2,0,2,5,3,0,1,0,0,1,24,16,11,9,4,8,18,44.4,10,8,3,5,15,39,28,0,40,514,71,241,203,73,15,513,17,5,29.4,10,58.8,205,955,513,9,5,4,17,13,296,23,3,0,0,13,16,1,10,15,16,0,0,0,35,7,17,29.2
,2425,NYCFC,2024-05-15 Philadelphia-NYCFC,2024-05-15,19:30:00,W,2,1,Philadelphia,1.3,2.1,43,4-2-3-1,5,1,4,80.0,0,1.7,0.7,0,0,0,0,3,10,30.0,19,3,31.6,30.6,15,26.7,32.3,25,0,0.0,3,18.0,2,10,7,70.0,0.2,0.29,15.6,1,0,0,1.3,1.3,0.13,0.7,0.7,275,366,75.1,4430,1962,144,172,83.7,103,127,81.1,19,44,43.2,1,1.0,1.0,7,16,4,0,22,366,308,58,14,5,2,7,24,3,1,1,0,275,0,11,17,12,1,1,1,1,1,4,2,0,1,0,1,0,8,7,3,3,2,2,6,33.3,4,15,6,9,4,12,32,0,43,482,79,182,201,104,17,482,26,6,23.1,16,61.5,267,1381,681,16,11,5,10,6,271,22,5,0,0,12,10,0,7,4,7,0,0,0,35,18,20,47.4
,2425,NYCFC,2024-05-18 NYCFC-NY Red Bulls,2024-05-18,19:30:00,W,2,1,NY Red Bulls,1.2,1.0,59,4-2-3-1,4,1,3,75.0,0,0.2,-0.8,0,0,0,0,3,9,33.3,51,8,11.8,23.4,8,37.5,36.1,14,1,7.1,2,18.8,2,12,5,41.7,0.17,0.4,16.4,0,0,0,1.2,1.2,0.1,0.8,0.8,532,619,85.9,9186,3610,232,259,89.6,251,276,90.9,38,64,59.4,2,1.2,0.9,12,39,8,1,46,619,565,53,16,2,1,17,22,5,3,1,0,532,1,10,21,16,3,1,0,1,0,4,3,0,1,0,0,0,18,13,7,9,2,12,20,60.0,8,11,4,7,6,24,12,0,59,728,81,255,336,144,29,728,21,4,19.0,15,71.4,397,2084,1076,22,17,7,16,12,527,46,1,0,0,10,13,1,17,6,13,0,0,0,32,18,16,52.9
,2425,NYCFC,2024-05-25 NE Revolution-NYCFC,2024-05-25,19:30:00,W,1,0,NE Revolution,1.5,0.7,43,4-2-3-1,6,0,6,100.0,1,0.7,0.7,0,0,0,0,2,7,28.6,33,8,18.2,27.3,7,14.3,28.0,17,2,11.8,0,3.0,1,13,4,30.8,0.08,0.25,16.7,0,0,0,1.5,1.5,0.12,-0.5,-0.5,356,436,81.7,5934,2392,173,195,88.7,151,172,87.8,24,43,55.8,1,1.4,0.9,10,27,12,1,49,436,383,52,24,0,0,16,13,7,6,0,0,356,1,12,23,18,1,1,1,1,1,2,2,0,0,0,0,0,14,11,8,2,4,9,18,50.0,9,10,4,6,7,21,15,0,43,535,75,185,215,140,21,535,16,5,31.3,6,37.5,312,1680,972,15,11,2,17,10,353,48,2,0,0,8,18,1,16,7,11,0,0,0,30,9,11,45.0
,2425,NYCFC,2024-05-31 NYCFC-SJ Earthquakes,2024-05-31,19:30:00,W,5,1,SJ Earthquakes,2.7,1.0,58,4-2-3-1,3,1,2,66.7,0,1.1,0.1,0,0,0,0,4,9,44.4,36,7,19.4,28.1,6,33.3,31.7,10,1,10.0,1,13.0,5,20,7,35.0,0.25,0.71,14.5,0,0,0,2.7,2.7,0.14,2.3,2.3,501,592,84.6,8245,3181,247,274,90.1,199,221,90.0,38,63,60.3,3,2.1,2.2,15,37,20,4,62,592,555,33,10,1,1,17,11,4,1,2,0,501,4,9,36,31,0,4,1,0,0,8,7,0,1,0,0,0,18,16,6,11,1,11,19,57.9,8,13,3,10,5,23,12,0,58,702,56,186,331,195,39,702,34,18,52.9,14,41.2,431,2213,1271,25,20,8,12,10,500,62,3,0,0,14,8,4,17,5,16,0,0,0,57,7,9,43.8
,2425,NYCFC,2024-06-14 NYCFC-Crew,2024-06-14,19:30:00,,,,Crew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2425,NYCFC,2024-06-19 LA Galaxy-NYCFC,2024-06-19,19:30:00,,,,LA Galaxy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2425,NYCFC,2024-06-22 Nashville-NYCFC,2024-06-22,19:30:00,,,,Nashville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2425,NYCFC,2024-06-28 NYCFC-Orlando City,2024-06-28,19:30:00,,,,Orlando City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2425,NYCFC,2024-07-03 NYCFC-CF Montréal,2024-07-03,19:30:00,,,,CF Montréal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2425,NYCFC,2024-07-06 Austin-NYCFC,2024-07-06,19:30:00,,,,Austin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2425,NYCFC,2024-07-13 Fire-NYCFC,2024-07-13,19:30:00,,,,Fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2425,NYCFC,2024-07-17 Atlanta Utd-NYCFC,2024-07-17,19:30:00,,,,Atlanta Utd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2425,NYCFC,2024-07-20 Orlando City-NYCFC,2024-07-20,19:30:00,,,,Orlando City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2425,NYCFC,2024-08-24 NYCFC-Fire,2024-08-24,19:30:00,,,,Fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2425,NYCFC,2024-08-31 Crew-NYCFC,2024-08-31,19:30:00,,,,Crew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2425,NYCFC,2024-09-14 D.C. United-NYCFC,2024-09-14,19:30:00,,,,D.C. United,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2425,NYCFC,2024-09-18 NYCFC-Philadelphia,2024-09-18,19:30:00,,,,Philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2425,NYCFC,2024-09-21 NYCFC-Inter Miami,2024-09-21,14:00:00,,,,Inter Miami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2425,NYCFC,2024-09-28 NY Red Bulls-NYCFC,2024-09-28,19:30:00,,,,NY Red Bulls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2425,NYCFC,2024-10-02 NYCFC-FC Cincinnati,2024-10-02,19:30:00,,,,FC Cincinnati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2425,NYCFC,2024-10-05 NYCFC-Nashville,2024-10-05,19:30:00,,,,Nashville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2425,NYCFC,2024-10-19 CF Montréal-NYCFC,2024-10-19,18:00:00,,,,CF Montréal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2425,Nashville,2024-02-25 Nashville-NY Red Bulls,2024-02-25,16:00:00,D,0,0,NY Red Bulls,0.1,1.4,45,4-3-3,5,0,5,100.0,1,0.9,0.9,0,0,0,0,6,19,31.6,20,1,50.0,38.3,10,90.0,55.2,9,0,0.0,0,3.0,0,5,3,60.0,0.0,0.0,19.1,0,0,0,0.1,0.1,0.02,-0.1,-0.1,337,458,73.6,6689,2302,127,151,84.1,157,192,81.8,50,95,52.6,0,0.1,0.2,3,16,2,1,18,458,409,48,17,0,3,12,17,3,3,0,0,337,1,8,8,5,0,2,1,0,0,0,0,0,0,0,0,0,18,8,15,2,1,8,14,57.1,6,12,4,8,7,25,31,0,45,577,71,284,222,81,8,577,20,10,50.0,9,45.0,239,1177,508,12,10,3,18,4,332,17,3,0,0,13,12,1,12,7,8,0,0,0,39,19,33,36.5
,2425,Nashville,2024-03-02 Rapids-Nashville,2024-03-02,19:30:00,D,1,1,Rapids,1.5,0.6,49,3-4-1-2,2,1,2,50.0,0,0.6,0.6,0,0,0,0,5,14,35.7,23,3,39.1,36.4,15,33.3,32.6,15,0,0.0,0,,1,6,1,16.7,0.0,0.0,14.8,0,1,1,1.5,0.7,0.12,-0.5,-0.7,384,495,77.6,7955,2636,130,145,89.7,190,220,86.4,60,108,55.6,0,0.2,0.3,2,20,2,1,28,495,437,57,17,0,8,20,20,3,3,0,0,384,1,10,12,9,1,0,1,0,1,1,1,0,0,0,0,0,8,5,4,4,0,5,12,41.7,7,6,2,4,5,13,27,0,49,578,80,236,264,79,6,577,9,3,33.3,3,33.3,263,1173,462,5,6,0,14,5,381,28,0,0,0,7,14,1,20,5,5,0,0,1,30,19,10,65.5
,2425,Nashville,2024-03-10 Nashville-LA Galaxy,2024-03-10,14:00:00,D,2,2,LA Galaxy,1.3,1.9,38,3-4-3,8,2,5,75.0,0,2.2,0.2,1,0,1,0,5,14,35.7,23,5,47.8,35.7,6,50.0,36.3,15,1,6.7,1,13.7,2,12,3,25.0,0.08,0.33,21.1,0,1,1,1.3,0.5,0.04,0.7,0.5,336,435,77.2,6470,1975,140,168,83.3,140,164,85.4,51,89,57.3,1,0.5,0.5,10,19,2,0,27,435,402,32,9,0,8,17,11,3,3,0,0,336,1,5,21,15,1,1,1,2,1,3,2,0,0,0,1,0,19,12,11,6,2,4,12,33.3,8,12,3,9,13,32,24,1,38,560,72,217,234,120,17,559,15,5,33.3,10,66.7,276,1587,869,17,18,4,15,3,332,27,2,0,0,15,6,1,17,13,12,1,1,0,56,14,15,48.3
,2425,Nashville,2024-03-16 Nashville-Charlotte,2024-03-16,19:30:00,W,2,1,Charlotte,1.1,1.3,52,4-2-3-1,4,1,3,75.0,0,1.2,0.2,0,0,0,0,9,12,75.0,25,5,40.0,32.8,4,50.0,36.3,18,1,5.6,0,8.0,2,8,2,25.0,0.25,1.0,13.9,0,0,0,1.1,1.1,0.14,0.9,0.9,464,557,83.3,9154,3167,152,163,93.3,254,288,88.2,56,85,65.9,2,1.1,0.7,6,27,9,4,42,557,518,36,14,0,3,27,12,4,3,1,0,464,3,9,14,11,2,1,0,0,0,4,4,0,0,0,0,0,14,11,7,5,2,6,9,66.7,3,7,2,5,6,20,24,0,52,660,82,283,282,99,18,660,12,6,50.0,5,41.7,329,1881,836,16,10,3,14,3,458,41,1,0,0,9,14,3,27,6,11,0,0,0,51,14,12,53.8
,2425,Nashville,2024-03-23 LAFC-Nashville,2024-03-23,19:30:00,L,0,5,LAFC,0.5,4.8,55,4-2-3-1,11,5,6,63.6,0,5.5,0.5,0,1,0,0,7,16,43.8,29,7,24.1,27.8,15,60.0,46.4,11,1,9.1,2,19.3,0,9,2,22.2,0.0,0.0,20.5,1,0,0,0.5,0.5,0.05,-0.5,-0.5,460,558,82.4,7916,2696,218,244,89.3,194,216,89.8,42,76,55.3,0,0.3,0.6,6,14,6,2,34,558,501,57,19,1,4,16,15,3,1,2,0,460,0,9,15,9,2,1,0,3,0,0,0,0,0,0,0,0,18,11,6,9,3,15,22,68.2,7,16,5,11,9,27,13,0,55,670,73,213,346,115,11,670,27,11,40.7,12,44.4,416,1746,808,8,19,0,19,11,459,34,2,1,0,6,19,0,16,9,11,0,1,0,40,7,13,35.0
,2425,Nashville,2024-03-30 Nashville-Crew,2024-03-30,19:30:00,D,2,2,Crew,1.7,1.4,36,3-5-2,4,2,2,50.0,0,1.3,-0.7,1,0,0,1,7,17,41.2,17,2,70.6,43.8,5,100.0,63.4,8,0,0.0,0,,2,10,5,50.0,0.2,0.4,14.2,1,0,0,1.7,1.7,0.17,0.3,0.3,258,350,73.7,5114,2039,98,119,82.4,107,132,81.1,39,67,58.2,1,0.8,0.9,6,16,4,2,21,350,311,39,9,0,3,19,18,4,3,1,0,258,0,11,15,8,3,2,1,1,0,4,3,0,1,0,0,0,17,14,10,6,1,8,14,57.1,6,13,4,9,9,26,18,1,36,440,52,173,174,99,13,440,8,4,50.0,3,37.5,219,979,465,15,10,4,15,6,257,21,3,0,0,16,8,0,19,9,14,0,1,0,44,11,9,55.0
,2425,Nashville,2024-04-06 Nashville-Philadelphia,2024-04-06,19:30:00,L,1,2,Philadelphia,1.7,1.9,52,3-5-2,5,2,3,60.0,0,1.4,-0.6,0,0,0,0,3,9,33.3,17,8,23.5,30.9,8,62.5,44.5,9,0,0.0,1,41.0,1,11,5,45.5,0.09,0.2,13.2,0,0,0,1.7,1.7,0.16,-0.7,-0.7,299,438,68.3,6176,2192,88,100,88.0,161,205,78.5,46,114,40.4,1,1.5,1.2,6,30,4,3,37,438,372,64,9,2,3,27,36,8,7,1,0,299,2,7,15,7,3,0,3,1,1,2,2,0,0,0,0,0,12,9,8,3,1,6,8,75.0,2,14,2,12,8,20,14,0,52,532,44,181,238,117,15,532,13,5,38.5,7,53.8,236,1501,676,10,8,1,12,6,296,37,1,0,0,10,9,2,27,8,9,0,0,0,41,18,26,40.9
,2425,Nashville,2024-04-20 Inter Miami-Nashville,2024-04-20,19:30:00,L,1,3,Inter Miami,2.4,2.6,48,3-5-2,6,3,3,66.7,0,2.2,0.0,1,1,0,0,3,7,42.9,19,6,26.3,28.1,3,66.7,44.0,9,1,11.1,4,15.3,0,13,4,30.8,0.0,0.0,16.9,0,0,0,2.4,2.4,0.2,-2.4,-2.4,368,473,77.8,7259,2422,132,153,86.3,178,209,85.2,51,83,61.4,0,0.9,1.4,7,39,12,5,48,473,421,49,16,1,2,31,20,6,6,0,0,368,3,13,19,12,2,2,1,2,0,0,0,0,0,0,0,0,19,11,8,9,2,9,19,47.4,10,14,3,11,15,34,5,2,48,573,40,111,309,156,30,573,20,7,35.0,7,35.0,309,1464,732,15,14,6,17,13,367,48,1,0,0,12,12,3,31,15,11,0,1,0,42,14,8,63.6
,2425,Nashville,2024-04-27 Nashville-SJ Earthquakes,2024-04-27,19:30:00,D,1,1,SJ Earthquakes,0.9,1.1,55,5-3-2,4,1,3,75.0,0,1.7,0.7,0,0,0,0,5,10,50.0,21,9,33.3,34.5,4,75.0,45.0,12,1,8.3,0,9.7,1,17,5,29.4,0.06,0.2,20.6,0,0,0,0.9,0.9,0.06,0.1,0.1,409,517,79.1,7934,3197,141,162,87.0,214,248,86.3,49,88,55.7,1,0.8,0.8,12,58,10,3,52,517,474,41,8,2,4,32,20,7,5,1,0,409,2,13,30,22,1,2,4,0,1,1,0,0,0,1,0,0,17,14,7,8,2,8,13,61.5,5,10,3,7,12,29,15,0,55,620,47,151,290,184,15,620,17,10,58.8,7,41.2,407,1925,870,16,15,1,9,9,405,49,1,0,0,7,7,2,32,12,14,0,0,0,48,14,13,51.9
,2425,Nashville,2024-05-04 Nashville-CF Montréal,2024-05-04,19:30:00,W,4,1,CF Montréal,2.7,0.8,39,5-3-2,4,1,4,75.0,0,0.6,0.6,0,0,0,0,4,15,26.7,21,4,42.9,36.3,8,75.0,49.6,15,1,6.7,0,8.0,4,19,7,36.8,0.21,0.57,12.7,0,0,0,2.7,2.7,0.15,1.3,1.3,338,424,79.7,6029,2264,141,153,92.2,151,168,89.9,33,75,44.0,4,2.0,1.5,12,21,8,3,20,424,379,43,14,0,3,17,12,7,3,4,0,338,2,5,23,15,4,0,2,0,2,7,5,1,0,1,0,0,13,5,9,3,1,5,15,33.3,10,11,7,4,16,29,14,0,39,525,54,182,238,108,30,525,12,7,58.3,5,41.7,290,1425,660,17,9,6,13,4,332,20,2,0,0,14,12,2,17,16,5,0,0,1,45,12,6,66.7
,2425,Nashville,2024-05-11 Charlotte-Nashville,2024-05-11,19:30:00,L,0,1,Charlotte,0.1,0.4,48,3-5-2,3,1,2,66.7,0,0.6,-0.4,0,0,0,0,6,20,30.0,30,8,46.7,39.5,6,100.0,59.7,14,1,7.1,1,16.8,0,5,2,40.0,0.0,0.0,24.7,1,0,0,0.1,0.1,0.03,-0.1,-0.1,378,497,76.1,7376,2540,135,155,87.1,198,233,85.0,44,94,46.8,0,0.1,0.2,4,18,3,1,28,497,442,48,18,1,3,7,22,0,0,0,0,378,7,5,9,8,0,0,0,1,0,0,0,0,0,0,0,0,11,8,9,2,0,6,18,33.3,12,10,2,8,21,32,13,0,48,580,61,259,262,60,10,580,5,1,20.0,4,80.0,273,1324,549,6,5,3,8,12,375,28,3,0,0,10,16,7,7,21,8,0,0,0,48,10,21,32.3
,2425,Nashville,2024-05-15 Nashville-Toronto FC,2024-05-15,19:30:00,W,2,0,Toronto FC,0.8,0.4,57,3-5-2,2,0,2,100.0,1,0.2,0.2,0,0,0,0,1,4,25.0,28,5,10.7,27.2,6,16.7,20.0,11,1,9.1,3,18.2,2,6,3,50.0,0.33,0.67,14.2,0,0,0,0.8,0.8,0.14,1.2,1.2,573,655,87.5,10610,3477,218,233,93.6,276,290,95.2,66,98,67.3,2,0.8,1.2,5,24,4,0,34,655,613,38,11,2,4,11,15,5,3,2,0,573,4,9,12,7,1,1,0,2,1,4,3,0,0,0,0,1,13,9,6,4,3,4,9,44.4,5,8,2,6,7,20,21,0,57,732,67,267,377,91,16,732,5,1,20.0,4,80.0,414,2210,998,12,7,3,12,9,567,33,2,0,0,5,9,4,11,7,9,0,0,0,40,14,12,53.8
