league,season,team,game,date,time,result,GF,GA,opponent,xG,xGA,Poss,Formation,"('Performance', 'SoTA')","('Performance', 'GA')","('Performance', 'Saves')","('Performance', 'Save%')","('Performance', 'CS')","('Performance', 'PSxG')","('Performance', 'PSxG+/-')","('Penalty Kicks', 'PKatt')","('Penalty Kicks', 'PKA')","('Penalty Kicks', 'PKsv')","('Penalty Kicks', 'PKm')","('Launched', 'Cmp')","('Launched', 'Att')","('Launched', 'Cmp%')","('Passes', 'Att (GK)')","('Passes', 'Thr')","('Passes', 'Launch%')","('Passes', 'AvgLen')","('Goal Kicks', 'Att')","('Goal Kicks', 'Launch%')","('Goal Kicks', 'AvgLen')","('Crosses', 'Opp')","('Crosses', 'Stp')","('Crosses', 'Stp%')","('Sweeper', '#OPA')","('Sweeper', 'AvgDist')","('Standard', 'Gls')","('Standard', 'Sh')","('Standard', 'SoT')","('Standard', 'SoT%')","('Standard', 'G/Sh')","('Standard', 'G/SoT')","('Standard', 'Dist')","('Standard', 'FK')","('Standard', 'PK')","('Standard', 'PKatt')","('Expected', 'xG')","('Expected', 'npxG')","('Expected', 'npxG/Sh')","('Expected', 'G-xG')","('Expected', 'np:G-xG')","('Total', 'Cmp')","('Total', 'Att')","('Total', 'Cmp%')","('Total', 'TotDist')","('Total', 'PrgDist')","('Short', 'Cmp')","('Short', 'Att')","('Short', 'Cmp%')","('Medium', 'Cmp')","('Medium', 'Att')","('Medium', 'Cmp%')","('Long', 'Cmp')","('Long', 'Att')","('Long', 'Cmp%')","('Ast', '')","('xAG', '')","('xA', '')","('KP', '')","('1/3', '')","('PPA', '')","('CrsPA', '')","('PrgP', '')","('Att', '')","('Pass Types', 'Live')","('Pass Types', 'Dead')","('Pass Types', 'FK')","('Pass Types', 'TB')","('Pass Types', 'Sw')","('Pass Types', 'Crs')","('Pass Types', 'TI')","('Pass Types', 'CK')","('Corner Kicks', 'In')","('Corner Kicks', 'Out')","('Corner Kicks', 'Str')","('Outcomes', 'Cmp')","('Outcomes', 'Off')","('Outcomes', 'Blocks')","('SCA Types', 'SCA')","('SCA Types', 'PassLive')","('SCA Types', 'PassDead')","('SCA Types', 'TO')","('SCA Types', 'Sh')","('SCA Types', 'Fld')","('SCA Types', 'Def')","('GCA Types', 'GCA')","('GCA Types', 'PassLive')","('GCA Types', 'PassDead')","('GCA Types', 'TO')","('GCA Types', 'Sh')","('GCA Types', 'Fld')","('GCA Types', 'Def')","('Tackles', 'Tkl')","('Tackles', 'TklW')","('Tackles', 'Def 3rd')","('Tackles', 'Mid 3rd')","('Tackles', 'Att 3rd')","('Challenges', 'Tkl')","('Challenges', 'Att')","('Challenges', 'Tkl%')","('Challenges', 'Lost')","('Blocks', 'Blocks')","('Blocks', 'Sh')","('Blocks', 'Pass')","('Int', '')","('Tkl+Int', '')","('Clr', '')","('Err', '')","('Poss', '')","('Touches', 'Touches')","('Touches', 'Def Pen')","('Touches', 'Def 3rd')","('Touches', 'Mid 3rd')","('Touches', 'Att 3rd')","('Touches', 'Att Pen')","('Touches', 'Live')","('Take-Ons', 'Att')","('Take-Ons', 'Succ')","('Take-Ons', 'Succ%')","('Take-Ons', 'Tkld')","('Take-Ons', 'Tkld%')","('Carries', 'Carries')","('Carries', 'TotDist')","('Carries', 'PrgDist')","('Carries', 'PrgC')","('Carries', '1/3')","('Carries', 'CPA')","('Carries', 'Mis')","('Carries', 'Dis')","('Receiving', 'Rec')","('Receiving', 'PrgR')","('Performance', 'CrdY')","('Performance', 'CrdR')","('Performance', '2CrdY')","('Performance', 'Fls')","('Performance', 'Fld')","('Performance', 'Off')","('Performance', 'Crs')","('Performance', 'Int')","('Performance', 'TklW')","('Performance', 'PKwon')","('Performance', 'PKcon')","('Performance', 'OG')","('Performance', 'Recov')","('Aerial Duels', 'Won')","('Aerial Duels', 'Lost')","('Aerial Duels', 'Won%')"
,2425,FC Cincinnati,2024-03-02 Fire-FC Cincinnati,2024-03-02,19:30:00,W,2,1,Fire,0.9,1.0,49,3-4-1-2,1,1,0,100.0,0,1.0,0.0,1,1,0,0,4,5,80.0,12,4,25.0,25.4,10,20.0,21.9,12,1,8.3,1,11.5,2,14,5,35.7,0.14,0.4,19.6,1,0,0,0.9,0.9,0.06,1.1,1.1,370,465,79.6,6818,2661,146,168,86.9,182,210,86.7,35,62,56.5,1,0.5,1.0,10,29,4,0,37,465,410,52,16,3,5,16,15,9,7,2,0,370,3,13,25,16,4,0,2,2,1,2,0,1,0,1,0,0,18,11,9,8,1,12,19,63.2,7,8,1,7,7,25,10,0,49,569,47,179,270,127,22,569,21,11,52.4,10,47.6,265,1560,793,19,8,5,24,8,370,37,3,0,0,12,16,3,16,7,11,0,1,0,51,10,12,45.5
,2425,FC Cincinnati,2024-03-10 FC Cincinnati-D.C. United,2024-03-10,15:00:00,D,0,0,D.C. United,1.7,0.5,58,3-4-1-2,4,0,4,100.0,1,0.6,0.6,0,0,0,0,5,12,41.7,30,8,40.0,34.1,9,0.0,14.1,19,0,0.0,0,9.0,0,15,7,46.7,0.0,0.0,17.7,1,0,0,1.7,1.7,0.12,-1.7,-1.7,402,513,78.4,7052,2728,174,193,90.2,168,196,85.7,41,74,55.4,0,1.5,2.0,10,17,12,2,31,513,463,48,12,1,5,11,21,5,0,3,0,402,2,16,26,14,5,1,2,3,1,0,0,0,0,0,0,0,22,14,14,6,2,9,12,75.0,3,15,7,8,9,31,28,0,58,664,85,288,246,133,30,664,35,21,60.0,14,40.0,334,1640,935,12,11,2,22,16,401,31,1,0,0,12,13,2,11,9,14,0,0,0,59,22,13,62.9
,2425,FC Cincinnati,2024-03-17 NE Revolution-FC Cincinnati,2024-03-17,14:00:00,W,2,1,NE Revolution,1.0,1.2,39,3-4-3,7,1,6,85.7,0,1.6,0.6,0,0,0,0,2,16,12.5,15,4,53.3,38.5,9,88.9,58.9,22,1,4.5,0,3.7,2,13,5,38.5,0.15,0.4,20.3,2,0,0,1.0,1.0,0.08,1.0,1.0,325,422,77.0,5673,2205,138,157,87.9,158,177,89.3,24,57,42.1,1,0.8,0.8,9,28,8,0,34,422,374,44,10,1,3,3,20,3,2,0,0,325,4,16,23,17,1,1,0,3,1,3,0,1,0,0,1,1,31,15,21,8,2,9,19,47.4,10,10,4,6,5,36,30,2,39,537,70,205,217,127,11,537,26,15,57.7,9,34.6,321,1546,754,17,18,2,10,9,325,34,5,0,0,13,11,4,3,5,15,0,0,0,46,7,10,41.2
,2425,FC Cincinnati,2024-03-23 FC Cincinnati-NYCFC,2024-03-23,19:30:00,W,1,0,NYCFC,1.5,0.5,46,3-4-1-2,4,0,4,100.0,1,0.7,0.7,0,0,0,0,3,14,21.4,38,7,31.6,33.1,4,50.0,36.8,9,1,11.1,1,16.0,1,10,6,60.0,0.1,0.17,18.2,0,0,0,1.5,1.5,0.15,-0.5,-0.5,380,495,76.8,6626,2181,155,177,87.6,175,201,87.1,32,73,43.8,1,1.5,0.6,10,34,7,2,28,495,442,51,18,2,2,11,23,5,2,2,0,380,2,12,19,12,2,4,0,1,0,2,1,0,1,0,0,0,22,17,7,12,3,10,17,58.8,7,10,2,8,15,37,8,0,46,611,68,216,259,141,22,611,16,5,31.3,9,56.3,366,1565,729,14,9,8,19,12,376,28,1,0,0,13,15,2,11,15,17,0,0,0,55,15,12,55.6
,2425,FC Cincinnati,2024-03-30 Charlotte-FC Cincinnati,2024-03-30,19:30:00,D,1,1,Charlotte,1.6,2.3,61,3-4-3,3,1,2,100.0,0,1.6,0.6,1,1,0,0,2,3,66.7,27,5,3.7,20.6,12,16.7,23.8,18,0,0.0,0,14.0,1,17,5,29.4,0.06,0.2,20.9,0,0,0,1.6,1.6,0.1,-0.6,-0.6,517,617,83.8,9174,3459,209,240,87.1,258,285,90.5,42,66,63.6,1,1.4,2.4,15,31,11,1,50,617,560,54,7,3,8,15,28,5,5,0,0,517,3,11,33,30,0,2,1,0,0,2,2,0,0,0,0,0,14,10,6,7,1,8,13,61.5,5,6,3,3,10,24,19,0,61,725,91,285,283,161,30,725,22,10,45.5,11,50.0,342,1804,1005,20,18,5,14,8,515,50,3,0,0,14,6,3,15,10,10,0,1,0,45,13,9,59.1
,2425,FC Cincinnati,2024-04-06 FC Cincinnati-NY Red Bulls,2024-04-06,19:30:00,L,1,2,NY Red Bulls,0.7,1.2,55,3-4-1-2,5,2,2,60.0,0,1.8,-0.2,1,0,1,0,2,8,25.0,17,4,41.2,34.0,6,16.7,20.8,15,0,0.0,0,,1,8,4,50.0,0.13,0.25,21.2,1,0,0,0.7,0.7,0.09,0.3,0.3,433,553,78.3,8068,2585,165,192,85.9,227,265,85.7,38,76,50.0,1,0.5,0.9,4,35,8,0,52,553,493,56,15,0,7,22,25,8,5,3,0,433,4,13,14,11,0,0,1,2,0,2,1,0,0,1,0,0,10,10,4,4,2,5,11,45.5,6,11,2,9,1,11,19,0,55,656,63,214,323,122,18,656,25,9,36.0,12,48.0,277,1132,577,8,1,1,13,8,429,51,3,0,0,19,15,4,22,1,10,0,1,0,44,18,18,50.0
,2425,FC Cincinnati,2024-04-13 CF Montréal-FC Cincinnati,2024-04-13,19:30:00,L,1,2,CF Montréal,1.0,1.1,50,3-4-1-2,4,2,2,50.0,0,0.8,-1.2,0,0,0,0,1,5,20.0,22,7,13.6,29.5,6,33.3,25.3,12,0,0.0,0,,1,8,4,50.0,0.13,0.25,19.7,1,0,0,1.0,1.0,0.13,0.0,0.0,447,557,80.3,7092,2263,216,241,89.6,197,223,88.3,22,48,45.8,1,0.9,0.9,6,25,7,1,29,557,493,57,17,2,2,18,27,4,3,1,0,447,7,23,14,11,1,0,0,2,0,2,2,0,0,0,0,0,14,8,6,5,3,7,15,46.7,8,14,7,7,12,26,17,0,50,668,69,246,270,160,15,668,21,7,33.3,13,61.9,354,1990,918,18,18,5,15,3,446,29,3,0,0,11,14,7,18,12,8,0,0,0,44,9,12,42.9
,2425,FC Cincinnati,2024-04-20 Atlanta Utd-FC Cincinnati,2024-04-20,19:30:00,W,2,1,Atlanta Utd,2.0,1.9,42,3-4-1-2,4,1,3,75.0,0,1.5,0.5,0,0,0,0,4,12,33.3,17,4,41.2,34.9,9,55.6,42.9,22,0,0.0,0,10.5,2,19,3,15.8,0.11,0.67,20.5,0,0,0,2.0,2.0,0.11,0.0,0.0,339,423,80.1,6259,2614,151,170,88.8,145,170,85.3,38,67,56.7,2,1.9,1.3,16,28,13,3,39,423,375,48,13,1,7,8,20,4,3,0,0,339,0,10,31,27,2,0,2,0,0,4,4,0,0,0,0,0,18,11,8,6,4,13,19,68.4,6,15,4,11,9,27,28,1,42,555,69,184,233,142,32,555,23,9,39.1,13,56.5,334,1468,692,18,12,7,16,11,337,38,3,0,0,9,12,0,8,9,11,0,0,0,44,11,7,61.1
,2425,FC Cincinnati,2024-04-27 FC Cincinnati-Rapids,2024-04-27,19:30:00,W,2,1,Rapids,2.1,0.7,59,3-4-1-2,2,1,1,50.0,0,0.4,-0.6,0,0,0,0,3,8,37.5,20,5,15.0,21.1,8,62.5,42.1,15,0,0.0,0,11.0,2,25,9,36.0,0.08,0.22,20.3,0,0,0,2.1,2.1,0.09,-0.1,-0.1,531,623,85.2,9535,3140,216,238,90.8,265,295,89.8,39,58,67.2,2,2.0,1.6,21,39,12,1,54,623,582,40,6,2,4,13,20,4,1,0,0,531,1,14,45,39,2,2,2,0,0,4,4,0,0,0,0,0,14,11,7,5,2,9,16,56.3,7,10,3,7,11,25,19,0,59,742,68,208,346,193,30,742,20,12,60.0,6,30.0,440,2325,1425,31,21,9,11,9,527,54,2,0,0,10,5,1,13,11,11,0,0,0,56,15,13,53.6
,2425,FC Cincinnati,2024-05-04 Orlando City-FC Cincinnati,2024-05-04,19:30:00,W,1,0,Orlando City,1.0,0.7,58,3-4-1-2,2,0,2,100.0,1,0.5,0.5,0,0,0,0,5,11,45.5,23,5,39.1,34.3,6,33.3,28.8,18,1,5.6,0,7.8,1,7,3,42.9,0.14,0.33,18.6,1,0,0,1.0,1.0,0.14,0.0,0.0,473,549,86.2,8706,3048,194,212,91.5,237,258,91.9,41,68,60.3,1,0.8,0.6,6,42,6,1,34,549,513,34,14,5,3,7,10,3,2,1,0,473,2,7,13,7,1,4,0,1,0,2,1,0,1,0,0,0,16,10,11,5,0,9,16,56.3,7,13,4,9,8,24,17,0,58,647,58,218,295,139,9,647,18,8,44.4,10,55.6,430,1569,747,7,12,0,12,9,471,34,4,1,1,20,12,2,7,8,10,0,0,0,40,14,5,73.7
,2425,FC Cincinnati,2024-05-11 Crew-FC Cincinnati,2024-05-11,19:45:00,W,2,1,Crew,1.2,0.8,46,3-4-1-2,4,1,3,75.0,0,1.2,0.2,0,0,0,0,5,10,50.0,17,1,35.3,31.5,8,50.0,34.6,19,2,10.5,0,9.3,2,8,5,62.5,0.25,0.4,10.9,0,0,0,1.2,1.2,0.15,0.8,0.8,378,454,83.3,6443,2511,179,195,91.8,157,173,90.8,30,55,54.5,2,1.2,1.8,8,25,4,1,35,454,413,40,8,1,5,16,18,4,3,0,0,378,1,13,16,11,3,2,0,0,0,4,3,0,1,0,0,0,24,15,12,10,2,13,25,52.0,12,13,4,9,12,36,17,0,46,573,64,183,250,144,22,573,18,10,55.6,8,44.4,340,1759,832,21,14,11,18,14,375,34,3,0,0,16,8,1,16,12,15,0,0,0,56,8,8,50.0
,2425,FC Cincinnati,2024-05-15 FC Cincinnati-Atlanta Utd,2024-05-15,19:30:00,W,1,0,Atlanta Utd,1.1,0.5,49,3-4-1-2,1,0,1,100.0,1,0.4,0.4,0,0,0,0,4,8,50.0,20,7,15.0,26.4,13,38.5,33.1,19,5,26.3,3,15.2,1,12,5,41.7,0.08,0.2,18.6,1,0,0,1.1,1.1,0.09,-0.1,-0.1,400,491,81.5,7308,2783,177,199,88.9,185,219,84.5,37,65,56.9,1,0.9,0.6,8,35,6,2,33,491,442,47,10,0,6,15,16,7,4,1,0,400,2,6,23,16,1,1,2,1,2,2,1,0,0,1,0,0,11,6,6,3,2,3,8,37.5,5,11,1,10,14,25,28,1,49,601,76,222,247,140,16,601,15,7,46.7,8,53.3,392,1682,804,13,10,5,13,7,396,32,0,0,0,11,10,2,15,14,6,0,0,0,41,14,11,56.0
,2425,FC Cincinnati,2024-05-18 FC Cincinnati-St. Louis,2024-05-18,19:30:00,W,3,1,St. Louis,3.0,0.6,55,3-4-1-2,3,1,3,66.7,0,0.8,0.8,0,0,0,0,4,12,33.3,23,5,34.8,35.9,8,50.0,41.1,10,1,10.0,1,15.3,3,14,7,50.0,0.14,0.29,16.3,0,1,1,3.0,2.2,0.16,0.0,-0.2,407,529,76.9,7541,3319,182,221,82.4,172,205,83.9,45,75,60.0,2,2.1,1.5,12,32,12,2,37,529,468,58,15,1,6,12,28,5,4,1,0,407,3,12,26,15,2,4,3,2,0,6,4,0,1,0,1,0,22,16,13,8,1,8,11,72.7,3,12,4,8,8,30,16,1,55,683,67,261,269,156,28,682,37,14,37.8,21,56.8,392,1751,728,26,11,10,27,9,406,37,1,0,0,12,15,3,12,8,16,1,0,1,51,9,15,37.5
,2425,FC Cincinnati,2024-05-25 Toronto FC-FC Cincinnati,2024-05-25,19:30:00,W,4,3,Toronto FC,1.5,1.3,50,3-4-1-2,4,3,2,50.0,0,1.6,-0.4,1,1,0,0,5,12,41.7,22,3,40.9,33.7,4,75.0,45.8,18,0,0.0,0,5.0,4,15,6,40.0,0.27,0.67,17.8,1,0,0,1.5,1.5,0.1,2.5,2.5,432,529,81.7,7388,2225,193,213,90.6,197,222,88.7,30,64,46.9,2,0.7,0.5,9,23,6,2,23,529,486,41,17,0,0,11,13,3,0,1,0,432,2,6,24,17,2,2,1,2,0,6,4,0,1,1,0,0,20,13,6,11,3,9,17,52.9,8,12,3,9,7,27,21,0,50,646,56,231,291,136,22,646,17,10,58.8,7,41.2,393,2041,820,15,17,5,22,6,432,23,3,0,0,15,15,2,11,7,13,0,1,1,47,9,12,42.9
,2425,FC Cincinnati,2024-05-29 FC Cincinnati-Nashville,2024-05-29,19:30:00,L,0,2,Nashville,1.3,1.0,59,3-4-1-2,3,2,1,33.3,0,0.8,-1.2,0,0,0,0,1,4,25.0,18,3,11.1,23.9,9,22.2,30.4,13,0,0.0,0,11.7,0,21,6,28.6,0.0,0.0,17.8,3,0,0,1.3,1.3,0.07,-1.3,-1.3,481,600,80.2,8958,3110,182,200,91.0,231,257,89.9,56,96,58.3,0,1.0,1.6,13,54,11,0,58,600,550,50,6,0,7,15,24,8,6,0,0,481,0,25,34,25,2,3,1,3,0,0,0,0,0,0,0,0,17,12,3,12,2,5,12,41.7,7,8,3,5,7,24,12,0,59,704,47,150,340,223,42,704,27,11,40.7,16,59.3,382,1978,1144,29,18,10,12,8,479,58,0,0,0,9,8,0,15,7,12,0,0,0,40,10,21,32.3
,2425,FC Cincinnati,2024-06-15 SJ Earthquakes-FC Cincinnati,2024-06-15,19:30:00,,,,SJ Earthquakes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2425,FC Cincinnati,2024-06-19 FC Cincinnati-Philadelphia,2024-06-19,19:45:00,,,,Philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2425,FC Cincinnati,2024-06-22 FC Cincinnati-NE Revolution,2024-06-22,19:30:00,,,,NE Revolution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2425,FC Cincinnati,2024-06-29 FC Dallas-FC Cincinnati,2024-06-29,19:30:00,,,,FC Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2425,FC Cincinnati,2024-07-03 D.C. United-FC Cincinnati,2024-07-03,19:30:00,,,,D.C. United,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2425,FC Cincinnati,2024-07-06 FC Cincinnati-Inter Miami,2024-07-06,19:30:00,,,,Inter Miami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2425,FC Cincinnati,2024-07-13 FC Cincinnati-Charlotte,2024-07-13,19:30:00,,,,Charlotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2425,FC Cincinnati,2024-07-17 FC Cincinnati-Fire,2024-07-17,19:30:00,,,,Fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2425,FC Cincinnati,2024-07-20 NY Red Bulls-FC Cincinnati,2024-07-20,19:30:00,,,,NY Red Bulls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2425,FC Cincinnati,2024-08-24 Inter Miami-FC Cincinnati,2024-08-24,19:30:00,,,,Inter Miami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2425,FC Cincinnati,2024-08-31 FC Cincinnati-CF Montréal,2024-08-31,19:30:00,,,,CF Montréal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2425,FC Cincinnati,2024-09-14 FC Cincinnati-Crew,2024-09-14,19:30:00,,,,Crew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2425,FC Cincinnati,2024-09-18 Minnesota Utd-FC Cincinnati,2024-09-18,19:30:00,,,,Minnesota Utd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2425,FC Cincinnati,2024-09-21 Nashville-FC Cincinnati,2024-09-21,19:30:00,,,,Nashville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2425,FC Cincinnati,2024-09-28 FC Cincinnati-LAFC,2024-09-28,19:30:00,,,,LAFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2425,FC Cincinnati,2024-10-02 NYCFC-FC Cincinnati,2024-10-02,19:30:00,,,,NYCFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2425,FC Cincinnati,2024-10-05 FC Cincinnati-Orlando City,2024-10-05,19:30:00,,,,Orlando City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2425,FC Cincinnati,2024-10-19 Philadelphia-FC Cincinnati,2024-10-19,18:00:00,,,,Philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2425,FC Dallas,2024-02-24 FC Dallas-SJ Earthquakes,2024-02-24,19:30:00,W,2,1,SJ Earthquakes,1.0,0.9,53,3-4-3,5,1,4,80.0,0,1.8,0.8,0,0,0,0,1,8,12.5,31,3,22.6,26.5,8,25.0,24.8,10,0,0.0,0,,2,21,9,42.9,0.1,0.22,17.4,1,0,0,1.0,1.0,0.05,1.0,1.0,423,527,80.3,7609,2739,184,215,85.6,201,233,86.3,36,71,50.7,0,0.7,1.0,14,42,11,3,45,527,474,52,15,0,5,22,17,10,8,0,0,423,1,9,39,29,2,3,3,2,0,3,0,0,1,2,0,0,9,8,3,4,2,6,14,42.9,8,8,1,7,10,19,13,0,53,628,70,194,285,161,25,628,17,7,41.2,7,41.2,317,1309,595,8,13,3,20,6,420,45,0,0,0,10,13,1,22,10,8,0,0,0,52,7,9,43.8
,2425,FC Dallas,2024-03-02 FC Dallas-CF Montréal,2024-03-02,19:30:00,L,1,2,CF Montréal,0.9,1.5,55,3-4-3,6,2,4,66.7,0,1.9,-0.1,0,0,0,0,0,0,,17,2,0.0,18.0,4,0.0,21.5,7,0,0.0,1,20.4,1,11,7,63.6,0.09,0.14,20.0,0,0,0,0.9,0.9,0.08,0.1,0.1,518,613,84.5,7743,2703,286,315,90.8,196,221,88.7,22,50,44.0,1,0.8,1.0,7,31,7,1,41,613,572,41,9,1,4,15,21,4,2,2,0,518,0,7,19,17,1,0,1,0,0,2,2,0,0,0,0,0,9,7,6,3,0,4,7,57.1,3,10,1,9,8,17,8,0,55,689,35,172,363,159,14,689,6,2,33.3,4,66.7,529,2299,1177,12,9,2,18,8,514,41,2,0,0,18,6,0,15,8,7,0,0,0,54,7,3,70.0
,2425,FC Dallas,2024-03-09 NY Red Bulls-FC Dallas,2024-03-09,19:30:00,L,1,2,NY Red Bulls,0.7,2.0,59,3-4-3,9,2,7,88.9,0,4.4,2.4,1,1,0,0,3,9,33.3,36,3,22.2,26.9,9,11.1,20.4,6,0,0.0,5,18.6,1,13,2,15.4,0.08,0.5,22.4,2,0,0,0.7,0.7,0.05,0.3,0.3,541,645,83.9,8861,3055,283,306,92.5,213,245,86.9,40,70,57.1,0,0.2,0.3,5,24,5,4,34,645,594,50,17,0,2,16,20,1,1,0,0,541,1,10,16,12,1,0,2,1,0,2,1,0,0,0,1,0,13,11,7,6,0,6,12,50.0,6,10,3,7,7,20,19,1,59,749,80,298,353,102,10,749,16,5,31.3,10,62.5,465,1782,796,11,15,0,16,7,536,34,2,0,0,14,14,1,16,7,11,0,1,0,54,12,11,52.2
,2425,FC Dallas,2024-03-16 FC Dallas-Vancouver W'caps,2024-03-16,19:30:00,L,1,3,Vancouver W'caps,1.0,1.2,58,4-2-3-1,3,3,0,0.0,0,1.9,-1.1,0,0,0,0,6,7,85.7,19,2,36.8,34.2,4,0.0,17.3,11,0,0.0,3,28.3,1,12,3,25.0,0.08,0.33,17.5,0,0,0,1.0,1.0,0.08,0.0,0.0,538,646,83.3,9538,3536,252,278,90.6,241,283,85.2,41,70,58.6,1,0.8,1.0,10,42,11,3,58,646,600,46,15,0,3,23,20,3,3,0,0,538,0,4,21,18,1,1,0,1,0,2,0,1,0,0,1,0,6,4,0,2,4,5,9,55.6,4,5,1,4,8,14,15,0,58,731,32,192,369,174,20,731,17,8,47.1,8,47.1,479,2032,1023,14,15,5,11,5,533,57,0,0,0,13,10,0,23,8,4,0,0,0,52,17,14,54.8
